file_name,key_word,window,collocate_term,collocate_frequency,text_frequency,MI_score
Bennet_Helen_1910,jealous,5,lilian,1,31,4.633715117394616
Bennet_Helen_1910,jealous,5,should,1,54,3.833023925618023
Bennet_Helen_1910,jealous,5,imagine,1,15,5.681020832172973
Bennet_Helen_1910,jealous,5,i,3,825,1.4846236193694693
Bennet_Helen_1910,jealous,5,m,2,91,4.080116787582795
Bennet_Helen_1910,jealous,5,it,1,784,-0.026798416333716747
Bennet_Helen_1910,jealous,5,was,1,903,-0.23067074969936688
Bennet_Helen_1910,jealous,5,at,1,370,1.0565299672651793
Bennet_Helen_1910,jealous,5,this,1,164,2.230359423163408
Bennet_Helen_1910,jealous,5,point,1,15,5.681020832172973
Bennet_Helen_1910,jealous,5,replied,1,26,4.887471709640399
Bennet_Helen_1910,jealous,5,the,1,2584,-1.7474789269124336
Bennet_Helen_1910,jealous,5,youthful,1,1,9.58791142778149
Bennet_Helen_1910,jealous,5,and,2,1608,-0.06314026339743724
Bennet_Helen_1910,jealous,5,rather,1,28,4.7805565057238875
Bennet_Helen_1910,jealous,5,jos,1,12,6.002948927060335
Bennet_Helen_1910,jealous,5,she,3,789,1.548992438489189
Bennet_Helen_1910,jealous,5,isn,1,29,4.729930432653919
Bennet_Helen_1910,jealous,5,t,1,298,1.3687429073193298
Bennet_Helen_1910,jealous,5,an,1,184,2.0643494717244786
Bennet_Helen_1910,jealous,5,added,1,16,5.587911427781491
Bennet_Helen_1910,jealous,5,but,1,328,1.2303594231634079
Bennet_Helen_1910,jealous,5,not,1,396,0.9585548077018817
Bennet_Helen_1910,jealous,5,can,1,139,2.4689703550579836
Bennet_Helen_1910,jealous,5,trust,1,6,7.002948927060336
Bennet_Helen_1910,jealous,5,emanuel,1,157,2.293290678889864
Bennet_Helen_1910,jealous,5,you,5,597,2.6882524014040485
Bennet_Helen_1910,jealous,5,try,5,9,8.739914521226542
Bennet_Helen_1910,jealous,5,to,5,1337,1.525055772575501
Bennet_Helen_1910,jealous,5,make,5,41,6.55228751805077
Bennet_Helen_1910,jealous,5,me,5,165,4.543517308423039
Bennet_Helen_1910,jealous,5,exclaimed,1,21,5.195594005002731
Bennet_Helen_1910,jealous,5,disdainfully,1,1,9.58791142778149
Bennet_Helen_1910,jealous,5,flatter,1,1,9.58791142778149
Bennet_Helen_1910,jealous,5,did,1,128,2.587911427781491
Bennet_Helen_1910,jealous,5,he,1,1259,-0.7101511399375251
Bennet_Helen_1910,jealous,5,then,1,152,2.339983914337906
Bennet_Helen_1910,jealous,5,noticed,1,11,6.128479809144194
Bennet_Helen_1910,jealous,5,that,1,751,0.035242330267219624
Bennet_Helen_1910,jealous,5,yes,1,49,3.973201583666283
Bennet_Helen_1910,jealous,5,later,1,14,5.7805565057238875
Bennet_Helen_1910,jealous,5,as,1,425,0.8565923967564274
Bennet_Helen_1910,jealous,5,they,1,174,2.1449679319327632
Bennet_Helen_1910,jealous,5,walked,1,9,6.417986426339179
Woolf_Years_1937,jealous,5,s,2,1048,2.0596643889067674
Woolf_Years_1937,jealous,5,face,1,127,4.104402703672052
Woolf_Years_1937,jealous,5,he,7,2869,2.414110059733157
Woolf_Years_1937,jealous,5,was,5,2729,2.000858806057439
Woolf_Years_1937,jealous,5,infernally,1,1,11.093087390444218
Woolf_Years_1937,jealous,5,began,1,204,3.420662048472722
Woolf_Years_1937,jealous,5,to,2,2706,0.6911412664676803
Woolf_Years_1937,jealous,5,undress,1,1,11.093087390444218
Woolf_Years_1937,jealous,5,said,2,1723,1.3423804042192693
Woolf_Years_1937,jealous,5,morris,1,75,4.864268699948337
Woolf_Years_1937,jealous,5,not,1,513,2.0902723748371637
Woolf_Years_1937,jealous,5,of,1,2480,-0.18303701483002
Woolf_Years_1937,jealous,5,edward,1,130,4.070719577415763
Woolf_Years_1937,jealous,5,eleanor,1,515,2.084658768373637
Woolf_Years_1937,jealous,5,thought,2,573,2.9306960616873123
Woolf_Years_1937,jealous,5,but,1,1032,1.0818601350209633
Woolf_Years_1937,jealous,5,happy,1,23,6.569525434387205
Woolf_Years_1937,jealous,5,for,2,613,2.833344126753436
Woolf_Years_1937,jealous,5,a,2,3094,0.4978299089951819
Woolf_Years_1937,jealous,5,moment,2,167,4.709383097970165
Woolf_Years_1937,jealous,5,the,2,7781,-0.8326524738934298
Woolf_Years_1937,jealous,5,park,1,25,6.449231200669493
Woolf_Years_1937,jealous,5,pebble,1,1,11.093087390444218
Woolf_Years_1937,jealous,5,in,1,2198,-0.008888280505013654
Woolf_Years_1937,jealous,5,grass,1,41,5.735535385826134
Woolf_Years_1937,jealous,5,and,1,3146,-0.5262155649714692
Woolf_Years_1937,jealous,5,she,2,4558,-0.061097818821079626
Woolf_Years_1937,jealous,5,murmured,1,41,5.735535385826134
Woolf_Years_1937,jealous,5,her,2,2691,0.6991607148038002
Woolf_Years_1937,jealous,5,voice,1,125,4.12730310578213
Woolf_Years_1937,jealous,5,him,1,634,1.7847483603048102
Woolf_Years_1937,jealous,5,it,1,1702,0.3600720687582549
Woolf_Years_1937,jealous,5,odd,1,35,5.963804373499251
Woolf_Years_1937,jealous,5,how,1,213,3.358377770218379
Woolf_Years_1937,jealous,5,felt,1,160,3.771159295556855
Woolf_Years_1937,jealous,5,teased,1,2,10.093087390444218
Woolf_Years_1937,jealous,5,this,1,241,3.180198054214256
Woolf_Years_1937,jealous,5,fellow,1,14,7.285732468386613
Woolf_Years_1937,jealous,5,turning,1,71,4.943340270939536
Woolf_Years_1937,jealous,5,peggy,1,155,3.81696298516998
Braddon_Audley_1862,jealous,5,about,1,317,3.5865166185702764
Braddon_Audley_1862,jealous,5,her,2,1843,2.047015293078971
Braddon_Audley_1862,jealous,5,sir,1,335,3.506838363364549
Braddon_Audley_1862,jealous,5,michael,1,174,4.451912152860955
Braddon_Audley_1862,jealous,5,not,1,735,2.3732552089859573
Braddon_Audley_1862,jealous,5,of,2,4102,0.8927438722298319
Braddon_Audley_1862,jealous,5,them,1,195,4.287525334960073
Braddon_Audley_1862,jealous,5,only,1,261,3.8669496521397995
Braddon_Audley_1862,jealous,5,proud,1,7,9.08750072665208
Braddon_Audley_1862,jealous,5,to,2,4128,0.8836283932864297
Braddon_Audley_1862,jealous,5,thwarted,1,1,11.894855648709685
Braddon_Audley_1862,jealous,5,him,2,846,3.170341795589734
Braddon_Audley_1862,jealous,5,or,1,373,3.351823828454446
Braddon_Audley_1862,jealous,5,made,2,165,5.528533434463868
Braddon_Audley_1862,jealous,5,if,1,542,2.8127066073558122
